movie_id,title,cast,crew
106646,The Wolf of Wall Street,"[{""character"": ""Jordan Belfort"", ""name"": ""Leonardo DiCaprio""}, {""character"": ""Donnie Azoff"", ""name"": ""Jonah Hill""}, {""character"": ""Naomi Lapaglia"", ""name"": ""Margot Robbie""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}]"
98,Gladiator,"[{""character"": ""Maximus Decimus Meridius"", ""name"": ""Russell Crowe""}, {""character"": ""Commodus"", ""name"": ""Joaquin Phoenix""}, {""character"": ""Lucilla"", ""name"": ""Connie Nielsen""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}]"
330459,Rogue One: A Star Wars Story,"[{""character"": ""Jyn Erso"", ""name"": ""Felicity Jones""}, {""character"": ""Cassian Andor"", ""name"": ""Diego Luna""}, {""character"": ""K-2SO"", ""name"": ""Alan Tudyk""}]","[{""job"": ""Director"", ""name"": ""Gareth Edwards""}]"
286217,The Martian,"[{""character"": ""Mark Watney"", ""name"": ""Matt Damon""}, {""character"": ""Melissa Lewis"", ""name"": ""Jessica Chastain""}, {""character"": ""Annie Montrose"", ""name"": ""Kristen Wiig""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}]"
157,Star Trek,"[{""character"": ""James T. Kirk"", ""name"": ""Chris Pine""}, {""character"": ""Spock"", ""name"": ""Zachary Quinto""}, {""character"": ""Leonard McCoy"", ""name"": ""Karl Urban""}]","[{""job"": ""Director"", ""name"": ""J.J. Abrams""}]"
264660,Ex Machina,"[{""character"": ""Caleb Smith"", ""name"": ""Domhnall Gleeson""}, {""character"": ""Nathan Bateman"", ""name"": ""Oscar Isaac""}, {""character"": ""Ava"", ""name"": ""Alicia Vikander""}]","[{""job"": ""Director"", ""name"": ""Alex Garland""}]"
1124,The Prestige,"[{""character"": ""Robert Angier"", ""name"": ""Hugh Jackman""}, {""character"": ""Alfred Borden"", ""name"": ""Christian Bale""}, {""character"": ""Cutter"", ""name"": ""Michael Caine""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}]"
313369,La La Land,"[{""character"": ""Mia"", ""name"": ""Emma Stone""}, {""character"": ""Sebastian"", ""name"": ""Ryan Gosling""}, {""character"": ""Keith"", ""name"": ""John Legend""}]","[{""job"": ""Director"", ""name"": ""Damien Chazelle""}]"
244786,Whiplash,"[{""character"": ""Andrew Neiman"", ""name"": ""Miles Teller""}, {""character"": ""Terence Fletcher"", ""name"": ""J.K. Simmons""}, {""character"": ""Nicole"", ""name"": ""Melissa Benoist""}]","[{""job"": ""Director"", ""name"": ""Damien Chazelle""}]"
269149,Zootopia,"[{""character"": ""Judy Hopps"", ""name"": ""Ginnifer Goodwin""}, {""character"": ""Nick Wilde"", ""name"": ""Jason Bateman""}, {""character"": ""Chief Bogo"", ""name"": ""Idris Elba""}]","[{""job"": ""Director"", ""name"": ""Byron Howard""}]"
10193,Toy Story 3,"[{""character"": ""Woody"", ""name"": ""Tom Hanks""}, {""character"": ""Buzz Lightyear"", ""name"": ""Tim Allen""}, {""character"": ""Jessie"", ""name"": ""Joan Cusack""}]","[{""job"": ""Director"", ""name"": ""Lee Unkrich""}]"
38,Eternal Sunshine of the Spotless Mind,"[{""character"": ""Joel Barish"", ""name"": ""Jim Carrey""}, {""character"": ""Clementine Kruczynski"", ""name"": ""Kate Winslet""}, {""character"": ""Patrick"", ""name"": ""Elijah Wood""}]","[{""job"": ""Director"", ""name"": ""Michel Gondry""}]"
330460,Flaming Ears,"[{""character"": ""Lead Protagonist"", ""name"": ""Flaming Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330461,Jeg elsker dig,"[{""character"": ""Lead Protagonist"", ""name"": ""Jeg Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330462,Povjerenje,"[{""character"": ""Lead Protagonist"", ""name"": ""Povjerenje Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330463,Gulliver Returns,"[{""character"": ""Lead Protagonist"", ""name"": ""Gulliver Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330464,Prithvi Vallabh,"[{""character"": ""Lead Protagonist"", ""name"": ""Prithvi Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330465,Effie Gray,"[{""character"": ""Lead Protagonist"", ""name"": ""Effie Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330466,Indigo,"[{""character"": ""Lead Protagonist"", ""name"": ""Indigo Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330467,Slasher Night,"[{""character"": ""Lead Protagonist"", ""name"": ""Slasher Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330468,Our Year,"[{""character"": ""Lead Protagonist"", ""name"": ""Our Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330469,YMO Propaganda,"[{""character"": ""Lead Protagonist"", ""name"": ""YMO Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330470,Colonel Redl,"[{""character"": ""Lead Protagonist"", ""name"": ""Colonel Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330471,Kaiyethum Doorath,"[{""character"": ""Lead Protagonist"", ""name"": ""Kaiyethum Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330472,American Desi,"[{""character"": ""Lead Protagonist"", ""name"": ""American Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330473,Prison on Fire II,"[{""character"": ""Lead Protagonist"", ""name"": ""Prison Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330474,Road to Hell,"[{""character"": ""Lead Protagonist"", ""name"": ""Road Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330475,Going Nuts,"[{""character"": ""Lead Protagonist"", ""name"": ""Going Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330476,MLA,"[{""character"": ""Lead Protagonist"", ""name"": ""MLA Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330477,Gemma's Tale,"[{""character"": ""Lead Protagonist"", ""name"": ""Gemma's Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330478,Powerless Federal Agent 8,"[{""character"": ""Lead Protagonist"", ""name"": ""Powerless Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330479,Hackathon,"[{""character"": ""Lead Protagonist"", ""name"": ""Hackathon Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330480,Ranthambore,"[{""character"": ""Lead Protagonist"", ""name"": ""Ranthambore Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330481,The Front,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330482,"Burning, Burning","[{""character"": ""Lead Protagonist"", ""name"": ""Burning, Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330483,Kâigun o shu ga kêimushyô,"[{""character"": ""Lead Protagonist"", ""name"": ""K\u00e2igun Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330484,Lakeer: Forbidden Lines,"[{""character"": ""Lead Protagonist"", ""name"": ""Lakeer: Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330485,The Prodigies,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330486,Venial,"[{""character"": ""Lead Protagonist"", ""name"": ""Venial Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330487,Alibi,"[{""character"": ""Lead Protagonist"", ""name"": ""Alibi Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330488,Deadly Revisions,"[{""character"": ""Lead Protagonist"", ""name"": ""Deadly Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330489,Kingdom of Dust: Beheading of Adam Smith,"[{""character"": ""Lead Protagonist"", ""name"": ""Kingdom Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330490,Voices from Beyond,"[{""character"": ""Lead Protagonist"", ""name"": ""Voices Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330491,The Helpless,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330492,Christopher,"[{""character"": ""Lead Protagonist"", ""name"": ""Christopher Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330493,Jia ru wang zi shui zhao le,"[{""character"": ""Lead Protagonist"", ""name"": ""Jia Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330494,The Time That Time Forgot,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330495,Fighting with My Family,"[{""character"": ""Lead Protagonist"", ""name"": ""Fighting Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330496,Joey and Ella,"[{""character"": ""Lead Protagonist"", ""name"": ""Joey Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330497,All the Fear of the Fair,"[{""character"": ""Lead Protagonist"", ""name"": ""All Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330498,Milk & Money,"[{""character"": ""Lead Protagonist"", ""name"": ""Milk Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330499,Jules and Jim,"[{""character"": ""Lead Protagonist"", ""name"": ""Jules Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330500,Lone Wolf and Cub: Sword of Vengeance,"[{""character"": ""Lead Protagonist"", ""name"": ""Lone Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330501,Gypsy,"[{""character"": ""Lead Protagonist"", ""name"": ""Gypsy Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330502,Axel 2: Adventures of the Spacekids,"[{""character"": ""Lead Protagonist"", ""name"": ""Axel Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330503,Taiheiyô no washi,"[{""character"": ""Lead Protagonist"", ""name"": ""Taiheiy\u00f4 Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330504,Gator,"[{""character"": ""Lead Protagonist"", ""name"": ""Gator Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330505,Uncle Zvane,"[{""character"": ""Lead Protagonist"", ""name"": ""Uncle Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330506,Bloody Wings,"[{""character"": ""Lead Protagonist"", ""name"": ""Bloody Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330507,Don't Marry Griff,"[{""character"": ""Lead Protagonist"", ""name"": ""Don't Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330508,The Devil Thumbs a Ride,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330509,Journey to the Center of the Earth,"[{""character"": ""Lead Protagonist"", ""name"": ""Journey Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330510,Wild Witch,"[{""character"": ""Lead Protagonist"", ""name"": ""Wild Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330511,With 2 You Get Horror,"[{""character"": ""Lead Protagonist"", ""name"": ""With Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330512,Zevar,"[{""character"": ""Lead Protagonist"", ""name"": ""Zevar Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330513,Landers,"[{""character"": ""Lead Protagonist"", ""name"": ""Landers Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330514,The Naughty Flirt,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330515,Product of My Environment,"[{""character"": ""Lead Protagonist"", ""name"": ""Product Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330516,The Tip of the Iceberg,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330517,Pippi in the South Seas,"[{""character"": ""Lead Protagonist"", ""name"": ""Pippi Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330518,Boys on Film 1: Hard Love,"[{""character"": ""Lead Protagonist"", ""name"": ""Boys Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330519,Gold Coast,"[{""character"": ""Lead Protagonist"", ""name"": ""Gold Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330520,The American,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330521,Ivan Tsarevitch and the Changing Princess: Four Enchanting Tales,"[{""character"": ""Lead Protagonist"", ""name"": ""Ivan Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330522,Rákóczi nótája,"[{""character"": ""Lead Protagonist"", ""name"": ""R\u00e1k\u00f3czi Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330523,The Dawn of Knight,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330524,Where Sinners Meet,"[{""character"": ""Lead Protagonist"", ""name"": ""Where Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330525,Profanía,"[{""character"": ""Lead Protagonist"", ""name"": ""Profan\u00eda Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330526,Sheep,"[{""character"": ""Lead Protagonist"", ""name"": ""Sheep Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330527,Happenstance,"[{""character"": ""Lead Protagonist"", ""name"": ""Happenstance Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330528,Whale Rider,"[{""character"": ""Lead Protagonist"", ""name"": ""Whale Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330529,Shivamani,"[{""character"": ""Lead Protagonist"", ""name"": ""Shivamani Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330530,Goodbye Cruel World,"[{""character"": ""Lead Protagonist"", ""name"": ""Goodbye Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330531,Short Films by Short People: The Adventures of Sam Digital,"[{""character"": ""Lead Protagonist"", ""name"": ""Short Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330532,Simply Irresistible,"[{""character"": ""Lead Protagonist"", ""name"": ""Simply Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
330533,The Kirkbride Project,"[{""character"": ""Lead Protagonist"", ""name"": ""The Star""}, {""character"": ""Supporting Role"", ""name"": ""Classic Performer""}]","[{""job"": ""Director"", ""name"": ""Featured Director""}]"
